,id,seq_len,gravy,tiny,small,aliphatic,aromatic,non_polar,polar,charged,basic,acidic,helix,turn,sheet
10,sp|D0P1A8|ABLB2_PHYIT,100,-0.24499999999999997,0.34,0.55,0.33,0.07,0.55,0.45,0.26,0.18,0.08,0.27,0.25,0.25
11,sp|D0MQL8|RD43_PHYIT,129,-0.2534883720930232,0.3023255813953488,0.49612403100775193,0.32558139534883723,0.08527131782945736,0.49612403100775193,0.5038759689922481,0.24806201550387597,0.15503875968992248,0.09302325581395349,0.27906976744186046,0.22480620155038758,0.33333333333333337
12,sp|D0MRS3|RD21_PHYIT,97,-0.21030927835051552,0.29896907216494845,0.5463917525773195,0.31958762886597936,0.06185567010309278,0.5463917525773195,0.4536082474226804,0.26804123711340205,0.18556701030927836,0.08247422680412371,0.29896907216494845,0.20618556701030927,0.27835051546391754
13,sp|D0MXE4|RXLRC_PHYIT,135,-0.2192592592592592,0.26666666666666666,0.5185185185185186,0.3111111111111111,0.1037037037037037,0.5185185185185186,0.48148148148148145,0.26666666666666666,0.14074074074074072,0.12592592592592594,0.31851851851851853,0.2222222222222222,0.2888888888888889
14,sp|D0N0I9|RD41_PHYIT,102,-0.21862745098039202,0.3431372549019608,0.5196078431372548,0.36274509803921573,0.058823529411764705,0.5196078431372548,0.4803921568627451,0.29411764705882354,0.2058823529411765,0.08823529411764705,0.24509803921568624,0.16666666666666669,0.3627450980392157
15,sp|D0N0Z8|RD24_PHYIT,154,-0.48181818181818176,0.2662337662337662,0.4740259740259741,0.3116883116883117,0.09090909090909091,0.4740259740259741,0.525974025974026,0.2987012987012987,0.17532467532467533,0.12337662337662338,0.3051948051948052,0.23376623376623376,0.3116883116883117
16,sp|D0N118|RD20_PHYIT,240,-0.22708333333333325,0.28750000000000003,0.55,0.3416666666666667,0.12916666666666665,0.55,0.45,0.24166666666666667,0.15,0.09166666666666666,0.325,0.19166666666666665,0.2875
17,sp|D0N158|RD25_PHYIT,305,-0.41245901639344307,0.28852459016393445,0.5049180327868853,0.30491803278688523,0.10819672131147542,0.5049180327868853,0.49508196721311476,0.2688524590163935,0.17704918032786887,0.0918032786885246,0.2786885245901639,0.17704918032786884,0.2754098360655738
18,sp|D0N4E0|RXLRA_PHYIT,170,-0.32588235294117646,0.25882352941176473,0.5176470588235295,0.37058823529411766,0.07647058823529412,0.5176470588235295,0.48235294117647054,0.34117647058823525,0.2,0.1411764705882353,0.30000000000000004,0.12941176470588234,0.3235294117647059
19,sp|D0N4Y1|RD18_PHYIT,484,-0.34338842975206596,0.24173553719008262,0.5041322314049587,0.2975206611570248,0.12809917355371903,0.5041322314049587,0.49586776859504134,0.27479338842975204,0.1652892561983471,0.10950413223140495,0.32644628099173556,0.1797520661157025,0.2747933884297521
20,sp|D0N5L4|RD49_PHYIT,164,-0.5487804878048782,0.31097560975609756,0.475609756097561,0.2682926829268293,0.11585365853658537,0.475609756097561,0.5243902439024389,0.2621951219512195,0.17682926829268292,0.08536585365853658,0.25609756097560976,0.20731707317073172,0.27439024390243905
21,sp|D0N607|CRE4_PHYIT,198,-0.5444444444444448,0.31818181818181823,0.4696969696969697,0.26262626262626265,0.10606060606060606,0.4696969696969697,0.5303030303030303,0.2676767676767677,0.1919191919191919,0.07575757575757576,0.2676767676767676,0.20707070707070707,0.2727272727272727
22,sp|D0N6D9|RXLRF_PHYIT,162,-0.8314814814814819,0.24074074074074073,0.4444444444444444,0.25308641975308643,0.11728395061728394,0.4444444444444444,0.5555555555555556,0.345679012345679,0.17901234567901234,0.16666666666666666,0.2839506172839506,0.19135802469135801,0.26543209876543206
23,sp|D0N6E1|RD50_PHYIT,162,-0.8981481481481478,0.2777777777777778,0.4135802469135802,0.2345679012345679,0.12345679012345678,0.4135802469135802,0.5864197530864197,0.35802469135802467,0.16049382716049382,0.19753086419753085,0.25308641975308643,0.1728395061728395,0.25308641975308643
24,sp|D0N8M5|RXLRG_PHYIT,170,-0.762941176470589,0.31176470588235294,0.4647058823529412,0.2058823529411765,0.12941176470588234,0.4647058823529412,0.5352941176470588,0.25882352941176473,0.14705882352941177,0.11176470588235295,0.21176470588235297,0.24117647058823527,0.2882352941176471
25,sp|D0NB60|RXLRH_PHYIT,165,0.031515151515151635,0.45454545454545453,0.5515151515151516,0.3696969696969697,0.07272727272727272,0.5515151515151516,0.44848484848484843,0.21212121212121213,0.14545454545454545,0.06666666666666667,0.23636363636363636,0.2,0.33939393939393936
26,sp|D0NB65|CRE9_PHYIT,140,-0.02928571428571423,0.35714285714285715,0.5214285714285714,0.33571428571428574,0.07142857142857142,0.5214285714285714,0.4785714285714286,0.2285714285714286,0.14285714285714285,0.08571428571428572,0.30000000000000004,0.18571428571428572,0.25
27,sp|D0NCC1|SFI4_PHYIT,339,-0.3126843657817114,0.28613569321533927,0.5191740412979351,0.35988200589970504,0.07964601769911504,0.5191740412979351,0.4808259587020649,0.3126843657817109,0.1592920353982301,0.15339233038348082,0.29498525073746307,0.16224188790560473,0.34513274336283184
28,sp|D0NEV2|RXLRI_PHYIT,173,-0.5895953757225436,0.2774566473988439,0.4913294797687861,0.2716763005780347,0.12138728323699421,0.4913294797687861,0.5086705202312138,0.28901734104046245,0.16184971098265896,0.12716763005780346,0.26011560693641617,0.1907514450867052,0.24855491329479767
29,sp|D0NIY2|RXLRJ_PHYIT,96,-0.2979166666666664,0.3958333333333333,0.5104166666666666,0.3333333333333333,0.0625,0.5104166666666666,0.48958333333333337,0.26041666666666663,0.13541666666666669,0.125,0.25,0.27083333333333337,0.3333333333333333
30,sp|D0NK98|RXLRM_PHYIT,154,-0.5246753246753247,0.2727272727272727,0.4935064935064935,0.2922077922077922,0.1038961038961039,0.4935064935064935,0.5064935064935066,0.27272727272727276,0.15584415584415584,0.11688311688311688,0.30519480519480524,0.1948051948051948,0.2597402597402597
31,sp|D0NL13|RXLRK_PHYIT,371,-0.3377358490566039,0.22641509433962262,0.5202156334231807,0.2964959568733153,0.11590296495956873,0.5202156334231807,0.47978436657681944,0.2830188679245283,0.15633423180592992,0.12668463611859837,0.33153638814016173,0.20485175202156336,0.2884097035040431
32,sp|D0NL15|RXLRL_PHYIT,168,-0.48154761904761945,0.29761904761904756,0.47023809523809523,0.31547619047619047,0.06547619047619047,0.47023809523809523,0.5297619047619047,0.3154761904761905,0.1726190476190476,0.14285714285714285,0.2619047619047619,0.17857142857142855,0.34523809523809523
33,sp|D0NMF6|SFI5_PHYIT,241,-0.34273858921161854,0.24481327800829877,0.48547717842323646,0.3153526970954357,0.07883817427385892,0.48547717842323646,0.5145228215767634,0.3029045643153527,0.1825726141078838,0.12033195020746887,0.28630705394190875,0.1784232365145228,0.3153526970954357
34,sp|D0NN72|SFI6_PHYIT,129,-0.4573643410852711,0.2868217054263566,0.45736434108527135,0.29457364341085274,0.09302325581395349,0.45736434108527135,0.5426356589147286,0.2945736434108527,0.13953488372093023,0.15503875968992248,0.2868217054263566,0.2248062015503876,0.2868217054263566
35,sp|D0NP16|RXLRO_PHYIT,130,-0.7138461538461542,0.24615384615384617,0.43846153846153846,0.25384615384615383,0.1076923076923077,0.43846153846153846,0.5615384615384615,0.2692307692307693,0.15384615384615385,0.11538461538461539,0.25384615384615383,0.2230769230769231,0.30000000000000004
36,sp|D0NP20|RXLRP_PHYIT,238,-0.39579831932773124,0.273109243697479,0.49579831932773105,0.3067226890756302,0.10504201680672268,0.49579831932773105,0.5042016806722689,0.3067226890756303,0.18487394957983194,0.12184873949579832,0.29831932773109243,0.18067226890756302,0.3067226890756303
37,sp|D0NPQ0|CRE16_PHYIT,170,-0.49058823529411794,0.3,0.5,0.3,0.10588235294117648,0.5,0.5,0.2882352941176471,0.21176470588235297,0.07647058823529412,0.2647058823529412,0.20588235294117646,0.3
38,sp|D0NQ80|CRE17_PHYIT,137,-0.6467153284671535,0.27007299270072993,0.46715328467153283,0.2116788321167883,0.16788321167883213,0.46715328467153283,0.5328467153284672,0.2481751824817518,0.145985401459854,0.10218978102189781,0.31386861313868614,0.218978102189781,0.19708029197080293
39,tr|D0NQ89|D0NQ89_PHYIT,522,-0.574712643678161,0.2624521072796935,0.5268199233716475,0.2471264367816092,0.13984674329501914,0.5268199233716475,0.47318007662835254,0.26053639846743293,0.14367816091954022,0.11685823754789271,0.2777777777777778,0.2509578544061303,0.20881226053639848
40,sp|D0NRQ7|RXLRR_PHYIT,516,-0.3478682170542641,0.29651162790697677,0.5058139534883721,0.31782945736434115,0.0872093023255814,0.5058139534883721,0.4941860465116279,0.25387596899224807,0.15503875968992248,0.09883720930232559,0.2945736434108527,0.23255813953488375,0.2926356589147287
41,sp|D0NRS4|PSR2_PHYIT,760,-0.3371052631578941,0.27499999999999997,0.5210526315789474,0.30526315789473685,0.10394736842105262,0.5210526315789474,0.4789473684210526,0.26710526315789473,0.15000000000000002,0.11710526315789474,0.30657894736842106,0.20263157894736844,0.2855263157894737
42,sp|D0NS57|RXLRU_PHYIT,94,-0.3808510638297871,0.3723404255319149,0.49999999999999994,0.3404255319148936,0.031914893617021274,0.49999999999999994,0.5,0.30851063829787234,0.14893617021276595,0.1595744680851064,0.2127659574468085,0.22340425531914893,0.38297872340425526
43,sp|D0NSB3|RXLRT_PHYIT,271,-0.45904059040590445,0.2841328413284133,0.4870848708487085,0.3136531365313653,0.04059040590405904,0.4870848708487085,0.5129151291512914,0.33948339483394835,0.1881918819188192,0.15129151291512916,0.26937269372693723,0.2140221402214022,0.2656826568265683
44,sp|D0NTY1|AVNT1_PHYIT,153,-0.501960784313726,0.29411764705882354,0.5163398692810458,0.3333333333333333,0.08496732026143791,0.5163398692810458,0.48366013071895425,0.3137254901960784,0.1895424836601307,0.12418300653594772,0.28104575163398693,0.16993464052287582,0.3464052287581699
45,sp|D0NUQ3|RD44_PHYIT,160,-0.480625,0.3,0.49375,0.2875,0.10625000000000001,0.49375,0.50625,0.3125,0.21875,0.09375,0.29375,0.2,0.2875
46,sp|D0NVI0|RD15_PHYIT,242,-0.3954545454545457,0.26859504132231404,0.5041322314049587,0.2975206611570248,0.1115702479338843,0.5041322314049587,0.4958677685950414,0.30578512396694213,0.18181818181818182,0.12396694214876033,0.3016528925619835,0.17768595041322316,0.30165289256198347
47,sp|D0NVS7|CRE15_PHYIT,349,-0.310601719197708,0.2836676217765043,0.5157593123209169,0.332378223495702,0.11174785100286533,0.5157593123209169,0.48424068767908307,0.2808022922636103,0.166189111747851,0.1146131805157593,0.3209169054441261,0.16332378223495703,0.2836676217765043
48,sp|D0NXM3|SFI7_PHYIT,148,-0.3709459459459459,0.35135135135135137,0.5202702702702703,0.29054054054054057,0.0945945945945946,0.5202702702702703,0.47972972972972977,0.20945945945945948,0.13513513513513514,0.07432432432432433,0.2635135135135135,0.24324324324324326,0.30405405405405406
49,sp|D0NYM3|RLR24_PHYIT,159,-0.40880503144654107,0.3018867924528302,0.4968553459119497,0.29559748427672955,0.11949685534591195,0.4968553459119497,0.5031446540880503,0.27044025157232704,0.1509433962264151,0.11949685534591195,0.29559748427672955,0.18867924528301888,0.2955974842767296
50,sp|D0NYP1|RXLRX_PHYIT,149,-0.6523489932885908,0.31543624161073824,0.4563758389261745,0.2684563758389262,0.09395973154362416,0.4563758389261745,0.5436241610738255,0.26174496644295303,0.18791946308724833,0.0738255033557047,0.25503355704697983,0.24161073825503357,0.26174496644295303
51,sp|D0NZA8|RXLRY_PHYIT,105,-0.10285714285714279,0.3238095238095238,0.5523809523809524,0.3523809523809524,0.0761904761904762,0.5523809523809524,0.4476190476190476,0.2857142857142857,0.19047619047619047,0.09523809523809523,0.26666666666666666,0.17142857142857143,0.3333333333333333
52,sp|D0NZB7|BLB2B_PHYIT,100,-0.24400000000000005,0.32,0.55,0.32,0.07,0.55,0.45,0.27,0.19,0.08,0.28,0.26,0.22999999999999998
53,sp|D0P0D8|RXLRZ_PHYIT,118,-0.4610169491525424,0.3389830508474576,0.5,0.34745762711864403,0.0423728813559322,0.5,0.49999999999999994,0.3474576271186441,0.17796610169491525,0.1694915254237288,0.22033898305084748,0.17796610169491525,0.3898305084745763
54,sp|D0P1B2|SFI8_PHYIT,100,-0.1590000000000001,0.36,0.55,0.34,0.07,0.55,0.45,0.25,0.18,0.07,0.27,0.25,0.25
55,sp|D0RLZ2|CRE18_PHYIT,189,-0.4238095238095239,0.3333333333333333,0.5079365079365079,0.2751322751322751,0.1111111111111111,0.5079365079365079,0.49206349206349204,0.2857142857142857,0.21164021164021163,0.07407407407407407,0.25925925925925924,0.2222222222222222,0.25396825396825395
56,sp|D0MR64|RXLRD_PHYIT,215,-0.7181395348837214,0.2372093023255814,0.4744186046511627,0.29767441860465116,0.10697674418604651,0.4744186046511627,0.5255813953488372,0.3302325581395349,0.20930232558139533,0.12093023255813953,0.2697674418604651,0.14418604651162792,0.33488372093023255
57,tr|D0MXC8|D0MXC8_PHYIT,126,-0.6873015873015871,0.2857142857142857,0.48412698412698413,0.2222222222222222,0.16666666666666666,0.48412698412698413,0.5158730158730158,0.2857142857142857,0.20634920634920634,0.07936507936507936,0.2777777777777778,0.20634920634920634,0.19047619047619047
58,tr|D0MXG4|D0MXG4_PHYIT,158,-0.4462025316455699,0.25316455696202533,0.44303797468354433,0.2974683544303798,0.09493670886075949,0.44303797468354433,0.5569620253164558,0.3037974683544304,0.1962025316455696,0.10759493670886075,0.32278481012658233,0.19620253164556964,0.2088607594936709
59,sp|D0N0F2|RXLRE_PHYIT,157,-0.3707006369426752,0.3184713375796178,0.5222929936305732,0.27388535031847133,0.08280254777070063,0.5222929936305732,0.47770700636942676,0.2611464968152866,0.15286624203821655,0.10828025477707007,0.26751592356687903,0.22929936305732485,0.26751592356687903
60,tr|D0N0I7|D0N0I7_PHYIT,157,-0.2038216560509555,0.3248407643312102,0.554140127388535,0.3184713375796178,0.08280254777070063,0.554140127388535,0.445859872611465,0.267515923566879,0.15286624203821655,0.11464968152866242,0.2802547770700637,0.21019108280254778,0.2929936305732484
61,sp|D0N0J7|SFI1_PHYIT,107,-0.31775700934579426,0.2803738317757009,0.5046728971962616,0.3364485981308411,0.056074766355140186,0.5046728971962616,0.49532710280373826,0.29906542056074764,0.21495327102803738,0.08411214953271028,0.2897196261682243,0.24299065420560745,0.2523364485981308
62,tr|D0N0K0|D0N0K0_PHYIT,202,-0.28663366336633694,0.3069306930693069,0.5099009900990099,0.34653465346534656,0.07425742574257425,0.5099009900990099,0.49009900990099015,0.2623762376237624,0.16831683168316833,0.09405940594059406,0.29702970297029707,0.20297029702970298,0.30198019801980197
63,sp|D0N0N6|SFI2_PHYIT,128,-0.19921874999999994,0.3359375,0.5,0.3828125,0.0625,0.5,0.5,0.3359375,0.1875,0.1484375,0.2734375,0.140625,0.3359375
64,sp|D0N0R8|CRE2_PHYIT,140,-0.4128571428571428,0.34285714285714286,0.45714285714285713,0.2642857142857143,0.09999999999999999,0.45714285714285713,0.5428571428571428,0.27142857142857146,0.17857142857142858,0.09285714285714285,0.2857142857142857,0.21428571428571427,0.2785714285714286
65,tr|D0N131|D0N131_PHYIT,146,-0.258904109589041,0.3082191780821918,0.5136986301369864,0.36986301369863006,0.04794520547945205,0.5136986301369864,0.48630136986301364,0.29452054794520544,0.1780821917808219,0.11643835616438356,0.26712328767123283,0.1917808219178082,0.32191780821917804
66,tr|D0N132|D0N132_PHYIT,146,-0.23493150684931496,0.36986301369863017,0.5068493150684931,0.31506849315068486,0.0684931506849315,0.5068493150684931,0.4931506849315068,0.2534246575342466,0.136986301369863,0.11643835616438356,0.26712328767123283,0.2602739726027397,0.32191780821917804
67,tr|D0N143|D0N143_PHYIT,141,-0.26312056737588635,0.3191489361702128,0.5035460992907802,0.3262411347517731,0.09929078014184396,0.5035460992907802,0.49645390070921985,0.2624113475177305,0.15602836879432624,0.10638297872340426,0.326241134751773,0.20567375886524822,0.2765957446808511
68,tr|D0N4I9|D0N4I9_PHYIT,160,-0.5568750000000002,0.325,0.45000000000000007,0.25625000000000003,0.11875,0.45000000000000007,0.55,0.28125,0.18125000000000002,0.1,0.27499999999999997,0.2375,0.26875
69,tr|D0N4J9|D0N4J9_PHYIT,91,-0.5076923076923076,0.3186813186813187,0.4615384615384615,0.26373626373626374,0.08791208791208792,0.4615384615384615,0.5384615384615385,0.27472527472527475,0.12087912087912088,0.15384615384615385,0.24175824175824176,0.2417582417582418,0.32967032967032966
70,tr|D0N4Y8|D0N4Y8_PHYIT,107,-0.10841121495327102,0.3364485981308411,0.49532710280373826,0.35514018691588783,0.056074766355140186,0.49532710280373826,0.5046728971962616,0.2616822429906542,0.1308411214953271,0.1308411214953271,0.27102803738317754,0.2523364485981308,0.29906542056074764
71,tr|D0N608|D0N608_PHYIT,135,-0.34592592592592575,0.274074074074074,0.5037037037037038,0.32592592592592595,0.11111111111111112,0.5037037037037038,0.4962962962962963,0.2814814814814815,0.17777777777777778,0.10370370370370371,0.31851851851851853,0.2222222222222222,0.3037037037037037
72,tr|D0N609|D0N609_PHYIT,135,-0.34074074074074057,0.274074074074074,0.5037037037037037,0.32592592592592595,0.11111111111111112,0.5037037037037037,0.4962962962962963,0.28148148148148144,0.1703703703703704,0.1111111111111111,0.31851851851851853,0.2222222222222222,0.3111111111111111
73,tr|D0N611|D0N611_PHYIT,135,-0.40518518518518504,0.2740740740740741,0.48888888888888893,0.3111111111111111,0.11851851851851852,0.48888888888888893,0.5111111111111111,0.2814814814814815,0.16296296296296298,0.11851851851851852,0.31851851851851853,0.20740740740740743,0.2814814814814815
74,tr|D0N656|D0N656_PHYIT,94,-0.13617021276595745,0.4042553191489362,0.4787234042553192,0.3297872340425532,0.031914893617021274,0.4787234042553192,0.5212765957446808,0.24468085106382975,0.10638297872340424,0.1382978723404255,0.23404255319148937,0.18085106382978722,0.35106382978723405
75,tr|D0N6C5|D0N6C5_PHYIT,118,-0.40677966101694907,0.30508474576271183,0.4999999999999999,0.3389830508474576,0.0423728813559322,0.4999999999999999,0.5,0.33898305084745767,0.17796610169491528,0.1610169491525424,0.23728813559322037,0.15254237288135591,0.3728813559322034
76,tr|D0N8E6|D0N8E6_PHYIT,81,-0.3382716049382715,0.2962962962962963,0.48148148148148145,0.32098765432098764,0.07407407407407407,0.48148148148148145,0.5185185185185185,0.30864197530864196,0.1728395061728395,0.13580246913580246,0.2839506172839506,0.1728395061728395,0.2839506172839506
77,sp|D0N8F5|CRE6_PHYIT,127,-0.0661417322834647,0.30708661417322836,0.5826771653543307,0.3385826771653543,0.11811023622047244,0.5826771653543307,0.4173228346456693,0.19685039370078738,0.13385826771653542,0.06299212598425197,0.3464566929133858,0.22834645669291337,0.26771653543307083
78,tr|D0N8I5|D0N8I5_PHYIT,118,-0.44237288135593206,0.2711864406779661,0.4915254237288135,0.34745762711864403,0.05084745762711865,0.4915254237288135,0.5084745762711864,0.3728813559322034,0.1864406779661017,0.1864406779661017,0.27118644067796616,0.15254237288135594,0.3389830508474576
79,tr|D0N8I6|D0N8I6_PHYIT,118,-0.4372881355932202,0.2627118644067797,0.4915254237288136,0.3389830508474576,0.05932203389830508,0.4915254237288136,0.5084745762711864,0.3728813559322034,0.2033898305084746,0.1694915254237288,0.2796610169491526,0.15254237288135594,0.3050847457627119
80,tr|D0N8M0|D0N8M0_PHYIT,238,-0.5743697478991601,0.2394957983193277,0.47058823529411764,0.32773109243697474,0.07142857142857142,0.47058823529411764,0.5294117647058824,0.31512605042016806,0.18907563025210083,0.12605042016806722,0.2689075630252101,0.1764705882352941,0.3067226890756302
81,tr|D0N8N5|D0N8N5_PHYIT,217,-0.47281105990783445,0.2626728110599078,0.4930875576036866,0.2903225806451613,0.12903225806451613,0.4930875576036866,0.5069124423963134,0.29493087557603687,0.16129032258064516,0.1336405529953917,0.3133640552995392,0.16589861751152074,0.271889400921659
82,tr|D0N8N7|D0N8N7_PHYIT,287,-0.49372822299651586,0.25435540069686413,0.5087108013937283,0.2926829268292683,0.132404181184669,0.5087108013937283,0.4912891986062718,0.2787456445993031,0.16376306620209058,0.11498257839721254,0.3205574912891986,0.19860627177700352,0.27177700348432055
83,tr|D0N8Q3|D0N8Q3_PHYIT,135,-0.7162962962962968,0.34074074074074073,0.42962962962962964,0.2814814814814815,0.1111111111111111,0.42962962962962964,0.5703703703703704,0.28888888888888886,0.18518518518518517,0.1037037037037037,0.21481481481481485,0.14814814814814814,0.3037037037037037
84,tr|D0N8Q4|D0N8Q4_PHYIT,148,-0.9790540540540544,0.23648648648648649,0.4189189189189189,0.2567567567567568,0.1283783783783784,0.4189189189189189,0.5810810810810811,0.3716216216216217,0.24324324324324326,0.1283783783783784,0.2702702702702703,0.15540540540540543,0.24324324324324326
85,tr|D0N8Q8|D0N8Q8_PHYIT,149,-0.6523489932885908,0.30201342281879195,0.45637583892617445,0.2684563758389262,0.09395973154362416,0.45637583892617445,0.5436241610738256,0.25503355704697983,0.18120805369127518,0.0738255033557047,0.261744966442953,0.25503355704697983,0.2550335570469799
86,tr|D0N8Q9|D0N8Q9_PHYIT,149,-0.3516778523489933,0.2953020134228188,0.5033557046979866,0.3087248322147651,0.11409395973154363,0.5033557046979866,0.4966442953020135,0.24161073825503354,0.18120805369127518,0.060402684563758385,0.3087248322147651,0.2348993288590604,0.26174496644295303
87,sp|D0N9J3|CRE7_PHYIT,171,-0.33040935672514615,0.30994152046783624,0.5029239766081871,0.3391812865497076,0.0935672514619883,0.5029239766081871,0.49707602339181284,0.30409356725146197,0.19298245614035087,0.1111111111111111,0.27485380116959063,0.18128654970760233,0.28654970760233917
88,sp|D0N9M6|RXLRB_PHYIT,197,-0.28934010152284306,0.29949238578680204,0.4974619289340101,0.3299492385786802,0.08121827411167512,0.4974619289340101,0.5025380710659898,0.29441624365482233,0.14720812182741116,0.14720812182741116,0.28426395939086296,0.20304568527918782,0.3401015228426396
89,tr|D0NA81|D0NA81_PHYIT,118,-0.485593220338983,0.3389830508474576,0.5084745762711864,0.34745762711864403,0.0423728813559322,0.5084745762711864,0.4915254237288135,0.3474576271186441,0.17796610169491525,0.1694915254237288,0.21186440677966104,0.1864406779661017,0.38983050847457623
90,tr|D0NB29|D0NB29_PHYIT,337,-0.4946587537091991,0.27299703264094954,0.513353115727003,0.2789317507418398,0.09198813056379822,0.513353115727003,0.486646884272997,0.26409495548961426,0.16913946587537093,0.09495548961424333,0.2878338278931751,0.23442136498516325,0.2522255192878338
91,sp|D0NBU6|CRE8_PHYIT,168,-0.11607142857142849,0.28571428571428575,0.5416666666666667,0.3630952380952381,0.07738095238095238,0.5416666666666667,0.4583333333333333,0.2857142857142857,0.16666666666666666,0.11904761904761904,0.30357142857142855,0.17261904761904762,0.30952380952380953
92,tr|D0NCS7|D0NCS7_PHYIT,128,-0.5945312499999998,0.3046875,0.5,0.328125,0.125,0.5,0.5,0.3671875,0.2109375,0.15625,0.2578125,0.1328125,0.359375
93,tr|D0NDU6|D0NDU6_PHYIT,131,-0.18167938931297706,0.30534351145038163,0.5725190839694656,0.32824427480916035,0.09923664122137404,0.5725190839694656,0.42748091603053434,0.2824427480916031,0.14503816793893132,0.13740458015267176,0.29770992366412213,0.20610687022900764,0.3511450381679389
94,tr|D0NDW1|D0NDW1_PHYIT,131,-0.39312977099236623,0.282442748091603,0.5267175572519084,0.3282442748091603,0.08396946564885496,0.5267175572519084,0.4732824427480916,0.33587786259541985,0.183206106870229,0.15267175572519084,0.2748091603053435,0.16793893129770993,0.366412213740458
95,tr|D0NEV0|D0NEV0_PHYIT,137,-0.6233576642335766,0.2627737226277372,0.4890510948905109,0.27007299270072993,0.14598540145985403,0.4890510948905109,0.5109489051094891,0.3065693430656934,0.19708029197080293,0.10948905109489052,0.291970802919708,0.2043795620437956,0.23357664233576642
96,tr|D0NK97|D0NK97_PHYIT,154,-0.6396103896103897,0.23376623376623376,0.5,0.24675324675324675,0.11038961038961038,0.5,0.5,0.2987012987012987,0.21428571428571427,0.08441558441558442,0.2597402597402597,0.24675324675324675,0.27922077922077926
97,tr|D0NKZ7|D0NKZ7_PHYIT,76,-0.1921052631578946,0.3684210526315789,0.513157894736842,0.30263157894736836,0.10526315789473684,0.513157894736842,0.48684210526315785,0.23684210526315788,0.11842105263157894,0.11842105263157894,0.28947368421052627,0.1842105263157895,0.3289473684210526
98,tr|D0NKZ9|D0NKZ9_PHYIT,118,-0.8186440677966105,0.3135593220338983,0.42372881355932207,0.23728813559322035,0.0847457627118644,0.42372881355932207,0.5762711864406779,0.3135593220338983,0.19491525423728812,0.11864406779661016,0.23728813559322032,0.1864406779661017,0.2627118644067796
99,tr|D0NL01|D0NL01_PHYIT,100,-0.7500000000000001,0.35,0.43000000000000005,0.24,0.08,0.43000000000000005,0.5700000000000001,0.28,0.18,0.1,0.22,0.2,0.26
