,id,gravy,tiny,small,aliphatic,aromatic,non_polar,polar,charged,basic,acidic,helix,turn,sheet
35,Minc3s00037g02169,-0.2434163701067616,0.23843416370106763,0.501779359430605,0.3096085409252669,0.07829181494661921,0.501779359430605,0.4982206405693951,0.2277580071174377,0.11032028469750889,0.11743772241992884,0.298932384341637,0.23131672597864766,0.3167259786476868
36,Minc3s00038g02234,-0.7462962962962961,0.19753086419753085,0.5061728395061729,0.25308641975308643,0.12345679012345678,0.5061728395061729,0.49382716049382713,0.35802469135802467,0.2901234567901234,0.06790123456790123,0.2839506172839506,0.20987654320987653,0.1728395061728395
37,Minc3s00046g02520,0.008635097493036255,0.298050139275766,0.5877437325905291,0.33147632311977715,0.12813370473537605,0.5877437325905291,0.41225626740947074,0.23119777158774374,0.15877437325905291,0.07242339832869081,0.350974930362117,0.22005571030640667,0.2562674094707521
38,Minc3s00047g02559,-0.547735849056603,0.2943396226415094,0.42641509433962266,0.24150943396226415,0.09056603773584905,0.42641509433962266,0.5735849056603773,0.2622641509433962,0.11886792452830189,0.14339622641509434,0.2641509433962264,0.2792452830188679,0.2320754716981132
39,Minc3s00049g02671,-1.2652968036529681,0.2602739726027397,0.3926940639269406,0.1735159817351598,0.0639269406392694,0.3926940639269406,0.6073059360730594,0.3926940639269406,0.1643835616438356,0.228310502283105,0.1598173515981735,0.2557077625570776,0.2694063926940639
40,Minc3s00054g02834,-0.3361829025844929,0.32007952286282304,0.45924453280318095,0.2803180914512923,0.07753479125248508,0.45924453280318095,0.5407554671968191,0.22664015904572568,0.11530815109343936,0.11133200795228629,0.2763419483101392,0.27037773359840955,0.2504970178926441
41,Minc3s00055g02867,-0.9303901437371663,0.35215605749486656,0.46406570841889117,0.20431211498973303,0.11806981519507187,0.46406570841889117,0.5359342915811088,0.2535934291581109,0.1601642710472279,0.09342915811088295,0.20123203285420946,0.3141683778234087,0.20739219712525667
42,Minc3s00055g02868,-0.09725738396624505,0.28270042194092826,0.5548523206751056,0.3375527426160338,0.06540084388185655,0.5548523206751056,0.4451476793248946,0.25316455696202533,0.14767932489451477,0.10548523206751055,0.3164556962025316,0.2278481012658228,0.23628691983122363
43,Minc3s00055g02887,-0.33867403314917216,0.3232044198895027,0.5359116022099448,0.31215469613259667,0.08287292817679558,0.5359116022099448,0.46408839779005523,0.2541436464088398,0.13812154696132597,0.11602209944751381,0.27624309392265195,0.24861878453038674,0.26795580110497236
44,Minc3s00056g02917,-0.5869724770642191,0.3128440366972477,0.48073394495412847,0.25045871559633026,0.08623853211009175,0.48073394495412847,0.5192660550458716,0.1889908256880734,0.11467889908256881,0.07431192660550459,0.25504587155963304,0.326605504587156,0.2018348623853211
45,Minc3s00056g02920,-0.0187272727272726,0.3181818181818181,0.5581818181818182,0.3545454545454545,0.06727272727272726,0.5581818181818182,0.4418181818181818,0.24,0.1181818181818182,0.12181818181818181,0.2890909090909091,0.20545454545454545,0.3090909090909091
46,Minc3s00059g03028,-0.19421052631579,0.3,0.5280701754385966,0.30350877192982456,0.09473684210526317,0.5280701754385966,0.47192982456140353,0.243859649122807,0.13333333333333333,0.1105263157894737,0.30350877192982456,0.2385964912280702,0.2649122807017544
47,Minc3s00059g03058,0.0734939759036144,0.2530120481927711,0.5863453815261044,0.3453815261044177,0.1566265060240964,0.5863453815261044,0.41365461847389556,0.24096385542168675,0.14859437751004018,0.09236947791164658,0.3654618473895582,0.17670682730923695,0.27710843373493976
48,Minc3s00059g03062,0.14171539961013624,0.3060428849902534,0.5984405458089668,0.341130604288499,0.13255360623781676,0.5984405458089668,0.4015594541910331,0.21442495126705652,0.1286549707602339,0.08576998050682261,0.3586744639376218,0.21832358674463936,0.2884990253411306
49,Minc3s00061g03119,-0.6037353255069363,0.2518676627534685,0.47491995731056563,0.2742796157950907,0.08110992529348987,0.47491995731056563,0.5250800426894343,0.31803628601921025,0.13874066168623264,0.17929562433297758,0.2742796157950907,0.21237993596584842,0.3084311632870864
50,Minc3s00064g03222,0.5500000000000006,0.23760330578512395,0.6198347107438016,0.3595041322314049,0.1528925619834711,0.6198347107438016,0.38016528925619836,0.18388429752066116,0.121900826446281,0.06198347107438017,0.4421487603305785,0.18388429752066116,0.2396694214876033
51,Minc3s00064g03233,0.6024719101123602,0.23370786516853934,0.6382022471910112,0.3685393258426966,0.1550561797752809,0.6382022471910112,0.36179775280898874,0.17303370786516853,0.11235955056179775,0.060674157303370786,0.45168539325842705,0.17528089887640452,0.251685393258427
52,Minc3s00065g03276,-0.5024930747922436,0.2673130193905817,0.47922437673130197,0.26869806094182824,0.10526315789473685,0.47922437673130197,0.5207756232686981,0.2257617728531856,0.11634349030470914,0.10941828254847646,0.2922437673130194,0.2770083102493075,0.20498614958448752
53,Minc3s00065g03287,-0.07575757575757573,0.32929292929292936,0.5595959595959595,0.32121212121212117,0.08888888888888888,0.5595959595959595,0.4404040404040404,0.2383838383838384,0.11515151515151514,0.12323232323232323,0.2909090909090909,0.23434343434343433,0.2686868686868687
54,Minc3s00070g03488,0.37323420074349384,0.3605947955390334,0.5873605947955389,0.34572490706319703,0.13011152416356878,0.5873605947955389,0.41263940520446096,0.17472118959107807,0.09293680297397769,0.08178438661710037,0.36802973977695164,0.23420074349442377,0.2973977695167286
55,Minc3s00070g03505,-0.3507109004739341,0.27725118483412325,0.5094786729857821,0.3009478672985782,0.11611374407582939,0.5094786729857821,0.490521327014218,0.2890995260663507,0.15402843601895733,0.13507109004739337,0.31990521327014215,0.2227488151658768,0.2654028436018957
56,Minc3s00070g03506,-1.0475409836065572,0.16393442622950818,0.39344262295081966,0.24590163934426232,0.09836065573770492,0.39344262295081966,0.6065573770491803,0.49180327868852464,0.19672131147540983,0.29508196721311475,0.29508196721311475,0.11475409836065574,0.3442622950819672
57,Minc3s00070g03512,-0.1506352087114341,0.2595281306715064,0.5462794918330308,0.3194192377495463,0.12522686025408347,0.5462794918330308,0.4537205081669692,0.2323049001814882,0.13430127041742287,0.09800362976406533,0.3266787658802178,0.23593466424682397,0.26678765880217786
58,Minc3s00070g03518,-0.16342541436464114,0.28950276243093925,0.5624309392265193,0.2696132596685083,0.11491712707182321,0.5624309392265193,0.4375690607734807,0.2662983425414365,0.12154696132596686,0.1447513812154696,0.3027624309392265,0.2099447513812155,0.23535911602209944
59,Minc3s00070g03519,-0.2055555555555562,0.30180180180180183,0.5615615615615615,0.25975975975975973,0.1066066066066066,0.5615615615615615,0.43843843843843844,0.26876876876876876,0.12012012012012012,0.14864864864864866,0.2882882882882883,0.22072072072072074,0.22522522522522523
60,Minc3s00071g03531,-0.5446391752577313,0.27835051546391754,0.4855670103092784,0.26804123711340205,0.09278350515463916,0.4855670103092784,0.5144329896907216,0.26082474226804125,0.13608247422680414,0.12474226804123711,0.28144329896907216,0.2587628865979381,0.21649484536082472
61,Minc3s00072g03577,-0.03499999999999983,0.31956521739130433,0.567391304347826,0.3369565217391305,0.09782608695652174,0.567391304347826,0.4326086956521739,0.22391304347826088,0.13478260869565217,0.0891304347826087,0.30434782608695654,0.21956521739130436,0.2782608695652174
62,Minc3s00073g03604,-0.3393835616438358,0.21232876712328763,0.5034246575342466,0.3150684931506849,0.10273972602739725,0.5034246575342466,0.4965753424657534,0.2808219178082192,0.1267123287671233,0.1541095890410959,0.33561643835616434,0.16095890410958902,0.3047945205479452
63,Minc3s00073g03623,-0.342063492063492,0.2037037037037037,0.5185185185185185,0.2857142857142857,0.1164021164021164,0.5185185185185185,0.48148148148148145,0.2751322751322751,0.15608465608465608,0.11904761904761904,0.3306878306878307,0.21428571428571427,0.23544973544973544
64,Minc3s00074g03653,-0.21632653061224486,0.21282798833819241,0.5481049562682215,0.3206997084548105,0.12244897959183673,0.5481049562682215,0.4518950437317784,0.26822157434402333,0.1574344023323615,0.1107871720116618,0.358600583090379,0.1924198250728863,0.2740524781341108
65,Minc3s00080g03829,-0.47499999999999887,0.2465034965034965,0.46503496503496505,0.3164335664335664,0.07342657342657342,0.46503496503496505,0.534965034965035,0.28321678321678323,0.14335664335664336,0.13986013986013987,0.2902097902097902,0.22202797202797203,0.3129370629370629
66,Minc3s00085g04063,-0.3527667984189724,0.2727272727272727,0.5,0.30434782608695654,0.06324110671936758,0.5,0.5,0.29249011857707513,0.16205533596837945,0.13043478260869565,0.26877470355731226,0.1976284584980237,0.2865612648221344
67,Minc3s00091g04292,-0.2583333333333335,0.28968253968253965,0.5238095238095237,0.30952380952380953,0.09523809523809523,0.5238095238095237,0.47619047619047616,0.28174603174603174,0.14285714285714285,0.1388888888888889,0.30158730158730157,0.17063492063492064,0.29365079365079366
68,Minc3s00095g04394,-0.2006493506493508,0.2435064935064935,0.4967532467532467,0.2922077922077922,0.1168831168831169,0.4967532467532467,0.5032467532467533,0.2694805194805195,0.14935064935064934,0.12012987012987013,0.3214285714285714,0.16233766233766234,0.25
69,Minc3s00104g04671,-0.3291845493562231,0.27038626609442057,0.463519313304721,0.30901287553648066,0.06866952789699571,0.463519313304721,0.536480686695279,0.24034334763948495,0.1072961373390558,0.13304721030042918,0.2703862660944206,0.22317596566523606,0.3218884120171674
70,Minc3s00111g04910,-0.5398393574297176,0.24658634538152607,0.4578313253012048,0.26987951807228916,0.09718875502008031,0.4578313253012048,0.5421686746987951,0.302008032128514,0.14136546184738955,0.1606425702811245,0.28755020080321286,0.19999999999999998,0.29076305220883536
71,Minc3s00114g04991,-0.24526166902404492,0.22489391796322492,0.4936350777934936,0.2956152758132956,0.1188118811881188,0.4936350777934936,0.5063649222065063,0.27722772277227725,0.14144271570014144,0.13578500707213578,0.3422913719943423,0.18811881188118812,0.272984441301273
72,Minc3s00119g05147,-0.25234375,0.3125,0.5234375,0.25,0.109375,0.5234375,0.4765625,0.2421875,0.1328125,0.109375,0.2734375,0.2578125,0.2109375
73,Minc3s00120g05165,-0.23633177570093467,0.23014018691588783,0.5408878504672897,0.2570093457943925,0.18691588785046728,0.5408878504672897,0.4591121495327103,0.23014018691588786,0.1378504672897196,0.09228971962616822,0.37149532710280375,0.25934579439252337,0.21845794392523363
74,Minc3s00120g05185,-0.3702898550724639,0.2536231884057971,0.5,0.286231884057971,0.09057971014492752,0.5,0.5,0.286231884057971,0.12681159420289856,0.15942028985507245,0.286231884057971,0.2065217391304348,0.27898550724637683
75,Minc3s00121g05218,-0.25531914893617,0.23936170212765956,0.49468085106382975,0.3191489361702127,0.08510638297872339,0.49468085106382975,0.5053191489361702,0.31382978723404253,0.2021276595744681,0.11170212765957446,0.33510638297872336,0.18085106382978722,0.19680851063829785
76,Minc3s00121g05225,0.3138433515482689,0.24043715846994534,0.6120218579234973,0.31876138433515483,0.17122040072859745,0.6120218579234973,0.3879781420765028,0.21493624772313297,0.12021857923497269,0.0947176684881603,0.4225865209471767,0.21129326047358832,0.22586520947176686
77,Minc3s00122g05247,-0.6344947735191634,0.26480836236933797,0.47735191637630664,0.25435540069686413,0.0975609756097561,0.47735191637630664,0.5226480836236934,0.27177700348432055,0.14982578397212543,0.12195121951219512,0.2508710801393728,0.25435540069686413,0.21951219512195125
78,Minc3s00125g05366,1.2946153846153843,0.25384615384615383,0.7692307692307693,0.4461538461538462,0.15384615384615385,0.7692307692307693,0.23076923076923078,0.08461538461538462,0.06153846153846154,0.023076923076923078,0.5384615384615385,0.23846153846153847,0.2692307692307693
79,Minc3s00128g05486,-0.7400000000000003,0.3076923076923077,0.5423076923076923,0.26153846153846155,0.09615384615384616,0.5423076923076923,0.45769230769230773,0.33461538461538465,0.26538461538461544,0.06923076923076923,0.22692307692307695,0.26538461538461544,0.18846153846153846
80,Minc3s00130g05525,-0.4133486766398142,0.25431530494821636,0.46720368239355575,0.27502876869965476,0.12082853855005754,0.46720368239355575,0.5327963176064442,0.27963176064441886,0.1472957422324511,0.1323360184119678,0.31185270425776757,0.1944764096662831,0.26697353279631764
81,Minc3s00131g05571,-0.8501811594202886,0.2717391304347826,0.43297101449275355,0.2427536231884058,0.06884057971014493,0.43297101449275355,0.5670289855072463,0.34601449275362317,0.213768115942029,0.1322463768115942,0.2318840579710145,0.22826086956521735,0.20833333333333331
82,Minc3s00131g05583,-0.298786828422877,0.25996533795493937,0.4852686308492201,0.2807625649913345,0.10918544194107452,0.4852686308492201,0.51473136915078,0.244367417677643,0.13344887348353554,0.11091854419410746,0.317157712305026,0.22357019064124783,0.2564991334488735
83,Minc3s00131g05589,-0.6532663316582908,0.31155778894472363,0.45477386934673364,0.22110552763819094,0.09547738693467336,0.45477386934673364,0.5452261306532663,0.2889447236180905,0.1457286432160804,0.14321608040201006,0.228643216080402,0.24623115577889448,0.23115577889447234
84,Minc3s00133g05639,-0.6200913242009135,0.2557077625570776,0.4885844748858447,0.2328767123287671,0.1506849315068493,0.4885844748858447,0.5114155251141552,0.2785388127853881,0.1415525114155251,0.136986301369863,0.3013698630136986,0.273972602739726,0.2420091324200913
85,Minc3s00135g05697,-0.8570631970260203,0.26765799256505574,0.4052044609665428,0.21933085501858737,0.09293680297397769,0.4052044609665428,0.5947955390334573,0.2992565055762082,0.17472118959107807,0.12453531598513012,0.25092936802973975,0.28810408921933084,0.20631970260223048
86,Minc3s00138g05765,-0.16219178082191804,0.29315068493150687,0.558904109589041,0.3041095890410959,0.08493150684931507,0.558904109589041,0.4410958904109589,0.23835616438356166,0.1315068493150685,0.10684931506849316,0.2958904109589041,0.24931506849315066,0.2465753424657534
87,Minc3s00141g05863,-0.7123145400593452,0.28486646884273,0.5296735905044511,0.2344213649851632,0.10089020771513353,0.5296735905044511,0.47032640949554894,0.28635014836795253,0.1439169139465875,0.14243323442136496,0.24777448071216615,0.27596439169139464,0.2373887240356083
88,Minc3s00146g05993,-0.39351851851851855,0.2962962962962963,0.5277777777777778,0.25,0.07407407407407407,0.5277777777777778,0.4722222222222222,0.25925925925925924,0.12962962962962962,0.12962962962962962,0.28703703703703703,0.2962962962962963,0.17592592592592593
89,Minc3s00149g06105,-0.8378269617706245,0.22132796780684105,0.41247484909456744,0.26458752515090544,0.08450704225352113,0.41247484909456744,0.5875251509054326,0.3259557344064386,0.17806841046277666,0.14788732394366197,0.25653923541247486,0.19416498993963782,0.2837022132796781
90,Minc3s00151g06146,-0.4019230769230769,0.21153846153846156,0.5288461538461539,0.3076923076923077,0.14423076923076925,0.5288461538461539,0.47115384615384615,0.3173076923076923,0.1923076923076923,0.125,0.31730769230769235,0.1826923076923077,0.27884615384615385
91,Minc3s00153g06225,-0.5685950413223134,0.2809917355371901,0.46074380165289247,0.23553719008264465,0.13016528925619836,0.46074380165289247,0.5392561983471075,0.29338842975206614,0.14669421487603307,0.14669421487603307,0.2809917355371901,0.25206611570247933,0.21487603305785125
92,Minc3s00156g06301,0.35738758029978607,0.22912205567451818,0.6188436830835119,0.3126338329764454,0.1734475374732334,0.6188436830835119,0.3811563169164882,0.1905781584582441,0.11563169164882227,0.07494646680942184,0.43468950749464663,0.2184154175588865,0.23126338329764454
93,Minc3s00157g06333,-0.4946575342465745,0.2643835616438356,0.4821917808219179,0.25616438356164384,0.13287671232876713,0.4821917808219179,0.5178082191780822,0.22876712328767124,0.1410958904109589,0.08767123287671233,0.2808219178082192,0.26986301369863014,0.20410958904109588
94,Minc3s00160g06405,1.4741550534441913e-17,0.31535269709543573,0.5933609958506223,0.3360995850622407,0.0954356846473029,0.5933609958506223,0.40663900414937765,0.21161825726141079,0.11203319502074688,0.0995850622406639,0.31950207468879666,0.2614107883817427,0.2863070539419087
95,Minc3s00166g06578,-0.8200000000000015,0.23096774193548386,0.44903225806451613,0.22193548387096776,0.08,0.44903225806451613,0.5509677419354839,0.2335483870967742,0.11870967741935484,0.11483870967741935,0.21161290322580645,0.2645161290322581,0.2567741935483871
96,Minc3s00169g06651,-0.663503649635037,0.2481751824817518,0.5474452554744526,0.23357664233576642,0.18248175182481752,0.5474452554744526,0.45255474452554745,0.29927007299270075,0.16788321167883213,0.13138686131386862,0.33576642335766427,0.1897810218978102,0.2408759124087591
97,Minc3s00174g06759,-0.04819277108433742,0.24497991967871488,0.5662650602409639,0.2831325301204819,0.17670682730923692,0.5662650602409639,0.4337349397590361,0.2329317269076305,0.1244979919678715,0.10843373493975904,0.38955823293172687,0.20883534136546184,0.26305220883534136
98,Minc3s00176g06807,-0.23502673796791465,0.25668449197860965,0.5374331550802139,0.2807486631016043,0.1122994652406417,0.5374331550802139,0.4625668449197861,0.24866310160427807,0.1229946524064171,0.12566844919786097,0.32887700534759357,0.25668449197860965,0.2272727272727273
99,Minc3s00178g06856,-0.15733695652173937,0.24728260869565216,0.5217391304347826,0.2798913043478261,0.12228260869565218,0.5217391304347826,0.47826086956521735,0.28532608695652173,0.14402173913043478,0.14130434782608695,0.3369565217391304,0.21467391304347827,0.2554347826086956
100,Minc3s00178g06862,-0.9144989339019179,0.18763326226012794,0.42857142857142855,0.2494669509594883,0.08102345415778252,0.42857142857142855,0.5714285714285714,0.394456289978678,0.2388059701492537,0.1556503198294243,0.27078891257995735,0.20682302771855013,0.2601279317697228
101,Minc3s00178g06864,-0.31741472172351926,0.25493716337522443,0.5296229802513465,0.27289048473967686,0.13824057450628366,0.5296229802513465,0.4703770197486535,0.2746858168761221,0.14362657091561937,0.1310592459605027,0.3195691202872531,0.22262118491921007,0.25852782764811494
102,Minc3s00181g06957,-0.5837301587301592,0.28968253968253965,0.4603174603174603,0.24603174603174602,0.09523809523809523,0.4603174603174603,0.5396825396825397,0.3134920634920635,0.16666666666666666,0.1468253968253968,0.24603174603174605,0.1984126984126984,0.28174603174603174
103,Minc3s00181g06963,-0.20394265232974923,0.23655913978494625,0.5089605734767025,0.2867383512544803,0.11827956989247312,0.5089605734767025,0.49103942652329746,0.26164874551971323,0.13261648745519714,0.12903225806451613,0.34050179211469533,0.1827956989247312,0.2724014336917563
104,Minc3s00181g06964,-0.29811320754717024,0.27672955974842767,0.4779874213836478,0.2830188679245283,0.09748427672955975,0.4779874213836478,0.5220125786163523,0.22641509433962265,0.13836477987421386,0.08805031446540881,0.3050314465408805,0.2578616352201258,0.23899371069182393
105,Minc3s00182g06981,-0.9055102040816312,0.20408163265306123,0.42653061224489797,0.2510204081632653,0.07755102040816327,0.42653061224489797,0.573469387755102,0.39183673469387753,0.24897959183673468,0.14285714285714285,0.2653061224489796,0.21020408163265308,0.2469387755102041
106,Minc3s00182g06983,-0.35730337078651697,0.25468164794007486,0.5262172284644194,0.2752808988764045,0.13857677902621723,0.5262172284644194,0.47378277153558046,0.28464419475655434,0.14794007490636704,0.13670411985018727,0.31835205992509363,0.2191011235955056,0.26029962546816476
107,Minc3s00187g07091,-0.6406077348066282,0.2776243093922652,0.4433701657458563,0.22375690607734805,0.09944751381215469,0.4433701657458563,0.5566298342541436,0.2900552486187845,0.1505524861878453,0.13950276243093923,0.26104972375690605,0.26519337016574585,0.2306629834254144
